movie_id,title,cast,crew
694,The Shining,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson","Director: Stanley Kubrick; Writer: Stanley Kubrick, Diane Johnson"
105,Back to the Future,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson","Director: Robert Zemeckis; Writer: Robert Zemeckis, Bob Gale"
11377,House on Haunted Hill,"Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher, Chris Kattan",Director: William Malone; Writer: Dick Beebe
26367,I Can Do Bad All By Myself,"Tyler Perry, Taraji P. Henson, Adam Rodríguez, Mary J. Blige, Gladys Knight",Director: Tyler Perry; Writer: Tyler Perry
385383,Fight Valley,"Erin O'Brien, Miesha Tate, Holly Holm, Cristiane Justino, Susie Celek",Director: Rob Hawk; Writer: Rob Hawk
41210,The Switch,"Jason Bateman, Jennifer Aniston, Jeff Goldblum, Juliette Lewis, Todd Louiso","Director: Josh Gordon, Will Speck; Writer: Allan Loeb"
12090,Just Married,"Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, Alex Thomas",Director: Shawn Levy; Writer: Sam Harper
62630,The Devil's Double,"Dominic Cooper, Ludivine Sagnier, Raad Rawi, Mehmet Ferda, Philip Quast","Director: Lee Tamahori; Writer: Michael Thomas, Latif Yahia"
16110,Thomas and the Magic Railroad,"Alec Baldwin, Peter Fonda, Mara Wilson",Director: Britt Allcroft
29427,The Crazies,"Timothy Olyphant, Radha Mitchell, Joe Anderson, Danielle Panabaker, Christie Lynn Smith","Director: Breck Eisner; Writer: Scott Kosar, Ray Wright"
129,Spirited Away,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",Director: Hayao Miyazaki; Writer: Hayao Miyazaki
244114,Firestorm,"Andy Lau, Gordon Lam Ka-Tung, Yao Chen, Hu Jun, Ray Lui",Director: Alan Yuen; Writer: Alan Yuen
2669,The Bounty,"Mel Gibson, Anthony Hopkins, Laurence Olivier, Edward Fox, Daniel Day-Lewis",Director: Roger Donaldson; Writer: Robert Bolt
203833,The Book Thief,"Geoffrey Rush, Sophie Nélisse, Emily Watson, Nico Liersch, Ben Schnetzer",Director: Brian Percival; Writer: Michael Petroni
13523,Sex Drive,"Josh Zuckerman, Amanda Crew, Clark Duke, James Marsden, Seth Green","Director: Sean Anders; Writer: Sean Anders, John Morris"
25195,Leap Year,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Flaminia Cinque","Director: Anand Tucker; Writer: Deborah Kaplan, Harry Elfont"
17277,The Fall of the Roman Empire,"Sophia Loren, Stephen Boyd, Alec Guinness, Christopher Plummer, Anthony Quayle","Director: Anthony Mann; Writer: Ben Barzman, Basilio Franchina"
50725,Take Me Home Tonight,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Michelle Trachtenberg","Director: Michael Dowse; Writer: Jackie Filgo, Jeff Filgo"
82631,Won't Back Down,"Viola Davis, Maggie Gyllenhaal, Ving Rhames, Lance Reddick, Rosie Perez",Director: Daniel Barnz; Writer: Daniel Barnz
73191,The Nutcracker,"Darci Kistler, Damian Woetzel, Bart Robinson Cook, Kyra Nichols, Jessica Lynn Cohen",Director: Emile Ardolino
22479,Kansas City,"Jennifer Jason Leigh, Miranda Richardson, Harry Belafonte, Michael Murphy, Dermot Mulroney","Director: Robert Altman; Writer: Robert Altman, Frank Barhydt"
340611,Indignation,"Logan Lerman, Sarah Gadon, Tracy Letts, Linda Emond, Danny Burstein",Director: James Schamus; Writer: James Schamus
10065,The Amityville Horror,"Ryan Reynolds, Melissa George, Jesse James, Chloë Grace Moretz, Jimmy Bennett",Director: Andrew Douglas
2757,Adaptation.,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton, Cara Seymour","Director: Spike Jonze; Writer: Charlie Kaufman, Donald Kaufman"
11683,Land of the Dead,"Simon Baker, John Leguizamo, Dennis Hopper, Robert Joy, Asia Argento",Director: George A. Romero; Writer: George A. Romero
244339,Out of Inferno,"Lau Ching-Wan, Angelica Lee, Chen Sicheng, Natalie Tong, Eddie Cheung Siu-Fai","Director: Danny Pang, Oxide Pang Chun; Writer: Danny Pang, Oxide Pang Chun"
1878,Fear and Loathing in Las Vegas,"Johnny Depp, Benicio del Toro, Tobey Maguire, Christina Ricci, Ellen Barkin","Director: Terry Gilliam; Writer: Terry Gilliam, Tony Grisoni"
23082,The Invention of Lying,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor","Director: Ricky Gervais, Matthew Robinson; Writer: Ricky Gervais, Matthew Robinson"
195589,Neighbors,"Seth Rogen, Zac Efron, Rose Byrne, Dave Franco, Ike Barinholtz","Director: Nicholas Stoller; Writer: Brendan O'Brien, Andrew J. Cohen"
854,The Mask,"Jim Carrey, Cameron Diaz, Nancy Fish, Tim Bagley, Johnny Williams",Director: Chuck Russell; Writer: Mike Werb
2280,Big,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton","Director: Penny Marshall; Writer: Gary Ross, Anne Spielberg"
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"Sacha Baron Cohen, Ken Davitian, Luenell, Pamela Anderson, Bob Barr","Director: Larry Charles; Writer: Sacha Baron Cohen, Anthony Hines"
8835,Legally Blonde,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber","Director: Robert Luketic; Writer: Karen McCullah Lutz, Kirsten Smith"
157,Star Trek III: The Search for Spock,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei",Director: Leonard Nimoy
8643,The Exorcism of Emily Rose,"Laura Linney, Tom Wilkinson, Campbell Scott, Jennifer Carpenter, Kenneth Welsh","Director: Scott Derrickson; Writer: Scott Derrickson, Paul Harris Boardman"
10402,Deuce Bigalow: Male Gigolo,"Rob Schneider, William Forsythe, Eddie Griffin, Arija Bareikis, Oded Fehr",Director: Mike Mitchell; Writer: Rob Schneider
218043,Left Behind,"Nicolas Cage, Chad Michael Murray, Lea Thompson, Nicky Whelan, Martin Klebba","Director: Vic Armstrong; Writer: Paul Lalonde, John Patus"
9043,The Family Stone,"Claire Danes, Diane Keaton, Rachel McAdams, Dermot Mulroney, Sarah Jessica Parker",Director: Thomas Bezucha; Writer: Thomas Bezucha
21301,Barbershop 2:  Back in Business,"Ice Cube, Cedric the Entertainer, Sean Patrick Thomas, Keke Palmer, Michael Ealy",Director: Kevin Rodney Sullivan; Writer: Don D. Scott
10147,Bad Santa,"Billy Bob Thornton, Tony Cox, Brett Kelly, Bernie Mac, John Ritter","Director: Terry Zwigoff; Writer: Glenn Ficarra, John Requa"
816,Austin Powers: International Man of Mystery,"Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers, Seth Green",Director: Jay Roach; Writer: Mike Myers
302688,My Big Fat Greek Wedding 2,"John Corbett, Elena Kampouris, Nia Vardalos, Ian Gomez, John Stamos",Director: Kirk Jones; Writer: Nia Vardalos
60307,Diary of a Wimpy Kid: Rodrick Rules,"Zachary Gordon, Devon Bostick, Rachael Harris, Robert Capron, Steve Zahn","Director: David Bowers; Writer: Gabe Sachs, Jeff Judah"
106,Predator,"Arnold Schwarzenegger, Carl Weathers, Elpidia Carrillo, Bill Duke, Jesse Ventura",Director: John McTiernan
279,Amadeus,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice, Simon Callow",Director: Miloš Forman; Writer: Peter Shaffer
8617,Prom Night,"Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis, Kelly Blatz",Director: Nelson McCormick; Writer: J.S. Cardone
10625,Mean Girls,"Lindsay Lohan, Rachel McAdams, Tim Meadows, Ana Gasteyer, Amy Poehler",Director: Mark Waters; Writer: Tina Fey
10934,Under the Tuscan Sun,"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova, Vincent Riotta",Director: Audrey Wells; Writer: Audrey Wells
5279,Gosford Park,"Helen Mirren, Clive Owen, Maggie Smith, Geraldine Somerville, Jeremy Northam","Director: Robert Altman; Writer: Robert Altman, Julian Fellowes"
10013,Peggy Sue Got Married,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks, Joan Allen","Director: Francis Ford Coppola; Writer: Jerry Leichtling, Arlene Sarner"
194662,Birdman,"Michael Keaton, Emma Stone, Zach Galifianakis, Naomi Watts, Edward Norton","Director: Alejandro González Iñárritu; Writer: Alejandro González Iñárritu, Armando Bo"
160588,Blue Jasmine,"Cate Blanchett, Alec Baldwin, Sally Hawkins, Bobby Cannavale, Louis C.K.",Director: Woody Allen; Writer: Woody Allen
9829,United 93,"J.J. Johnson, Polly Adams, Trish Gates, Nancy McDoniel, Opal Alladin",Director: Paul Greengrass; Writer: Paul Greengrass
10028,Honey,"Jessica Alba, Mekhi Phifer, Joy Bryant, Romeo Miller, David Moscow","Director: Bille Woodruff; Writer: Alonzo Brown, Kim Watson"
10535,Spy Hard,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden, Barry Bostwick","Director: Rick Friedberg; Writer: Jason Friedberg, Aaron Seltzer"
790,The Fog,"Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman, Tom Atkins","Director: John Carpenter; Writer: Debra Hill, John Carpenter"
43959,Soul Surfer,"AnnaSophia Robb, Helen Hunt, Lorraine Nicholson, Carrie Underwood, Dennis Quaid","Director: Sean McNamara; Writer: Sean McNamara, Deborah Schwartz"
10364,Catch-22,"Alan Arkin, Martin Balsam, Richard Benjamin, Art Garfunkel, Jack Gilford",Director: Mike Nichols; Writer: Buck Henry
16991,Observe and Report,"Seth Rogen, Anna Faris, Michael Peña, Ray Liotta, Collette Wolfe",Director: Jody Hill; Writer: Jody Hill
9610,Conan the Destroyer,"Arnold Schwarzenegger, Grace Jones, Wilt Chamberlain, Tracey Walter, Mako",Director: Richard Fleischer; Writer: Stanley Mann
1578,Raging Bull,"Robert De Niro, Joe Pesci, Cathy Moriarty, Frank Vincent, Nicholas Colasanto","Director: Martin Scorsese; Writer: Paul Schrader, Mardik Martin"
25643,Love Happens,"Aaron Eckhart, Jennifer Aniston, Judy Greer, Martin Sheen, Deirdre Blades",Director: Brandon Camp
11904,Young Sherlock Holmes,"Nicholas Rowe, Alan Cox, Sophie Ward, Anthony Higgins, Susan Fleetwood",Director: Barry Levinson; Writer: Chris Columbus
28665,Fame,"Kay Panabaker, Naturi Naughton, Kherington Payne, Megan Mullally, Walter Perez","Director: Kevin Tancharoen; Writer: Christopher Gore, Allison Burnett"
44115,127 Hours,"James Franco, Kate Mara, Amber Tamblyn, Clémence Poésy, Lizzy Caplan","Director: Danny Boyle; Writer: Danny Boyle, Simon Beaufoy"
10569,Small Time Crooks,"Woody Allen, Carolyn Saxon, Tracey Ullman, Michael Rapaport, Tony Darrow",Director: Woody Allen
10560,Center Stage,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Scottie Thompson",Director: Nicholas Hytner; Writer: Carol Heikkinen
333348,Love the Coopers,"Steve Martin, Diane Keaton, John Goodman, Alan Arkin, Olivia Wilde",Director: Jessie Nelson; Writer: Steven Rogers
20483,Catch That Kid,"Kristen Stewart, Corbin Bleu, Max Thieriot, Jennifer Beals, Sam Robards","Director: Bart Freundlich, James Sbardellati; Writer: Michael Brandt, Derek Haas"
11457,Life as a House,"Kevin Kline, Kristin Scott Thomas, Hayden Christensen, Jena Malone, Mary Steenburgen",Director: Irwin Winkler; Writer: Mark Andrus
321697,Steve Jobs,"Michael Fassbender, Kate Winslet, Seth Rogen, Katherine Waterston, Jeff Daniels",Director: Danny Boyle; Writer: Aaron Sorkin
19840,"I Love You, Beth Cooper","Hayden Panettiere, Paul Rust, Lauren London, Lauren Storm, Jack Carpenter",Director: Chris Columbus; Writer: Larry Doyle
22327,Youth in Revolt,"Michael Cera, Zach Galifianakis, Justin Long, Ray Liotta, Steve Buscemi",Director: Miguel Arteta; Writer: Gustin Nash
38665,The Legend of the Lone Ranger,"Christopher Lloyd, Matt Clark, Juanin Clay, Jason Robards, John Bennett Perry","Director: William A. Fraker; Writer: Ivan Goff, Ben Roberts"
2575,The Tailor of Panama,"Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis, Leonor Varela, Brendan Gleeson","Director: John Boorman; Writer: Andrew Davies, John Boorman"
11644,Blow Out,"John Travolta, Nancy Allen, John Lithgow, Dennis Franz, Peter Boyden","Director: Brian De Palma; Writer: Brian De Palma, Bill Mesce Jr."
146227,Getaway,"Ethan Hawke, Selena Gomez, Jon Voight, Paul Freeman, Bruce Payne","Director: Courtney Solomon; Writer: Sean Finegan, Gregg Maxwell Parker"
68924,The Ice Storm,"Kevin Kline, Joan Allen, Sigourney Weaver, Henry Czerny, Tobey Maguire","Director: Ang Lee; Writer: James Schamus, Rick Moody"
253235,And So It Goes,"Michael Douglas, Diane Keaton, Sterling Jerins, Paloma Guzmán, Frances Sternhagen",Director: Rob Reiner; Writer: Mark Andrus
22102,Troop Beverly Hills,"Shelley Long, Craig T. Nelson, Betty Thomas, Mary Gross, Carla Gugino","Director: Jeff Kanew; Writer: Margaret Oberman, Pamela Norris"
18701,Being Julia,"Michael Gambon, Annette Bening, Leigh Lawson, Shaun Evans, Jeremy Irons",Director: István Szabó
10068,Nine 1/2 Weeks,"Mickey Rourke, Kim Basinger, Margaret Whitton, David Margulies, Christine Baranski","Director: Adrian Lyne; Writer: Sarah Kernochan, Zalman King"
848,Dragonslayer,"Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam, Peter Eyre","Director: Matthew Robbins; Writer: Matthew Robbins, Hal Barwood"
36811,The Last Station,"James McAvoy, Christopher Plummer, Helen Mirren, Paul Giamatti, Anne-Marie Duff",Director: Michael Hoffman
522,Ed Wood,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette, Jeffrey Jones","Director: Tim Burton; Writer: Scott Alexander, Larry Karaszewski"
130150,Labor Day,"Josh Brolin, Kate Winslet, Gattlin Griffith, Tobey Maguire, Tom Lipinski",Director: Jason Reitman; Writer: Jason Reitman
12246,Mongol: The Rise of Genghis Khan,"Tadanobu Asano, Sun Honglei, Khulan Chuluun, Aliya, Ba Sen",Director: Sergei Bodrov; Writer: Sergei Bodrov
13809,RockNRolla,"Mark Strong, Tom Wilkinson, Toby Kebbell, Gerard Butler, Tom Hardy",Director: Guy Ritchie; Writer: Guy Ritchie
27380,Megaforce,"Barry Bostwick, Michael Beck, Persis Khambatta, Henry Silva, George Furth",Director: Hal Needham; Writer: James Whittaker
10549,Hamlet,"Kenneth Branagh, Derek Jacobi, Julie Christie, Richard Briers, Kate Winslet",Director: Kenneth Branagh; Writer: Kenneth Branagh
33870,Mao's Last Dancer,"Chi Cao, Chengwu Guo, Wen Bin Huang, Joan Chen, Bruce Greenwood",Director: Bruce Beresford
245703,Midnight Special,"Michael Shannon, Jaeden Lieberher, Joel Edgerton, Kirsten Dunst, Adam Driver",Director: Jeff Nichols; Writer: Jeff Nichols
10739,Anything Else,"Woody Allen, Jason Biggs, Christina Ricci, Stockard Channing, Danny DeVito",Director: Woody Allen; Writer: Woody Allen
127560,The Railway Man,"Jeremy Irvine, Colin Firth, Stellan Skarsgård, Michael MacKenzie, Nicole Kidman","Director: Jonathan Teplitzky; Writer: Frank Cottrell Boyce, Andy Paterson"
37903,The White Ribbon,"Ursina Lardi, Ulrich Tukur, Burghart Klaußner, Christian Friedel, Leonie Benesch",Director: Michael Haneke; Writer: Michael Haneke
396152,Restoration,"Emily Roya O'Brien, Adrian Gaeta, Zack Ward, Sarah Ann Schultz","Director: Zack Ward; Writer: Zack Ward, James Cullen Bressack"
10017,The Wraith,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn, Randy Quaid, Matthew Barry",Director: Mike Marvin; Writer: Mike Marvin
11468,Salton Sea,"Val Kilmer, Vincent D'Onofrio, Adam Goldberg, Luis Guzmán, Doug Hutchison",Director: D.J. Caruso; Writer: Tony Gayton
193613,Metallica: Through the Never,"Dane DeHaan, Mackenzie Gray, James Hetfield, Lars Ulrich, Kirk Hammett","Director: Nimród Antal; Writer: Nimród Antal, James Hetfield"
17436,The Informers,"Billy Bob Thornton, Kim Basinger, Mickey Rourke, Winona Ryder, Jon Foster","Director: Gregor Jordan; Writer: Bret Easton Ellis, Nicholas Jarecki"
43434,Carlos,"Edgar Ramírez, Alexander Scheer, Fadi Abi Samra, Nora von Waldstätten, Talal El-Jordi","Director: Olivier Assayas; Writer: Olivier Assayas, Daniel LeConte"
31166,I Come with the Rain,"Josh Hartnett, Elias Koteas, Takuya Kimura, Lee Byung-hun, Tran Nu Yên-Khê",Director: Tran Anh Hung; Writer: Tran Anh Hung
69848,One Man's Hero,"Tom Berenger, Joaquim de Almeida, Daniela Romo, Mark Moses, Stuart Graham",Director: Lance Hool; Writer: Milton S. Gelman
8408,Day of the Dead,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy, Anthony Dileo Jr.",Director: George A. Romero; Writer: George A. Romero
332411,I Am Wrath,"John Travolta, Christopher Meloni, Rebecca De Mornay, Amanda Schull, Patrick St. Esprit",Director: Chuck Russell; Writer: Paul Sloan
9389,Renaissance,"Daniel Craig, Catherine McCormack, Romola Garai, Jonathan Pryce, Ian Holm",Director: Christian Volckman; Writer: Alexandre de La Patellière
9626,Red Sonja,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith, Ernie Reyes, Jr.","Director: Richard Fleischer; Writer: George MacDonald Fraser, Clive Exton"
75638,Red Lights,"Sigourney Weaver, Robert De Niro, Cillian Murphy, Elizabeth Olsen, Toby Jones",Director: Rodrigo Cortés; Writer: Rodrigo Cortés
8363,Superbad,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen","Director: Greg Mottola; Writer: Seth Rogen, Evan Goldberg"
15670,Madea Goes to Jail,"Tyler Perry, Derek Luke, Keshia Knight Pulliam, Whoopi Goldberg, Ion Overman",Director: Tyler Perry; Writer: Tyler Perry
290555,Wolves,"Jason Momoa, Lucas Till, John Pyper-Ferguson, Stephen McHattie, Merritt Patterson",Director: David Hayter; Writer: David Hayter
8328,Step Up 2: The Streets,"Briana Evigan, Robert Hoffman, Will Kemp, Cassie Ventura, Adam G. Sevani","Director: Jon M. Chu; Writer: Toni Ann Johnson, Karen Barna"
10982,Hoodwinked!,"Anne Hathaway, Glenn Close, Jim Belushi, Patrick Warburton, Anthony Anderson","Director: Cory Edwards, Todd Edwards; Writer: Cory Edwards, Todd Edwards"
205,Hotel Rwanda,"Don Cheadle, Sophie Okonedo, Nick Nolte, Fana Mokoena, Joaquin Phoenix","Director: Terry George; Writer: Terry George, Keir Pearson"
1620,Hitman,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper, Ulrich Thomsen",Director: Xavier Gens; Writer: Skip Woods
175541,Black Nativity,"Forest Whitaker, Angela Bassett, Jennifer Hudson, Tyrese Gibson, Jacob Latimore",Director: Kasi Lemmons; Writer: Kasi Lemmons
241254,The Prince,"Bruce Willis, Jason Patric, John Cusack, Jessica Lowndes, Gia Mantegna","Director: Brian A Miller; Writer: Jeremy Passmore, Andre Fabrizio"
31932,City of Ghosts,"Matt Dillon, James Caan, Natascha McElhone, Gérard Depardieu, Stellan Skarsgård","Director: Matt Dillon; Writer: Matt Dillon, Barry Gifford"
1933,The Others,"Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley, Eric Sykes",Director: Alejandro Amenábar; Writer: Alejandro Amenábar
679,Aliens,"Sigourney Weaver, Michael Biehn, James Remar, Paul Reiser, Lance Henriksen",Director: James Cameron; Writer: James Cameron
11113,My Fair Lady,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfrid Hyde-White, Gladys Cooper",Director: George Cukor; Writer: Alan Jay Lerner
3597,I Know What You Did Last Summer,"Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe, Freddie Prinze Jr., Bridgette Wilson",Director: Jim Gillespie; Writer: Kevin Williamson
193893,Let's Be Cops,"Jake Johnson, Damon Wayans Jr., Nina Dobrev, Rob Riggle, James D'Arcy","Director: Luke Greenfield; Writer: Luke Greenfield, Nicholas Thomas"
9675,Sideways,"Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh, Marylouise Burke","Director: Alexander Payne; Writer: Jim Taylor, Alexander Payne"
9988,Beerfest,"Erik Stolhanske, Jay Chandrasekhar, Steve Lemme, Paul Soter, M.C. Gainey",Director: Jay Chandrasekhar
948,Halloween,"Donald Pleasence, Jamie Lee Curtis, P.J. Soles, Nancy Kyes, Nick Castle","Director: John Carpenter; Writer: Debra Hill, John Carpenter"
21765,Good Boy!,"Molly Shannon, Liam Aiken, Matthew Broderick, Donald Faison, Cheech Marin","Director: John Robert Hoffman; Writer: John Robert Hoffman, Zeke Richardson"
146304,The Best Man Holiday,"Terrence Howard, Harold Perrineau, Morris Chestnut, Sanaa Lathan, Taye Diggs",Director: Malcolm D. Lee; Writer: Malcolm D. Lee
7516,Smokin' Aces,"Ryan Reynolds, Ray Liotta, Joseph Ruskin, Alex Rocco, Wayne Newton",Director: Joe Carnahan; Writer: Joe Carnahan
41439,Saw: The Final Chapter,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery","Director: Kevin Greutert; Writer: Patrick Melton, Marcus Dunstan"
2752,40 Days and 40 Nights,"Josh Hartnett, Shannyn Sossamon, Adam Trese, Emmanuelle Vaugier, Barry Newman",Director: Michael Lehmann; Writer: Rob Perez
9429,A Night at the Roxbury,"Will Ferrell, Chris Kattan, Jennifer Coolidge, Michael Clarke Duncan, Eva Mendes","Director: John Fortenberry; Writer: Steve Koren, Will Ferrell"
38117,Beastly,"Alex Pettyfer, Vanessa Hudgens, Mary-Kate Olsen, Lisa Gay Hamilton, Neil Patrick Harris","Director: Daniel Barnz; Writer: Daniel Barnz, Daniel Barnz"
9792,The Hills Have Eyes,"Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin, Dan Byrd","Director: Alexandre Aja; Writer: Grégory Levasseur, Alexandre Aja"
13778,Dickie Roberts: Former Child Star,"David Spade, Mary McCormack, Craig Bierko, Scott Terra, Jenna Boyd","Director: Sam Weisman; Writer: David Spade, Fred Wolf"
228203,"McFarland, USA","Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz, Rafael Martinez","Director: Niki Caro; Writer: Grant Thompson, Chris Cleveland"
41382,Lottery Ticket,"Shad Moss, Brandon T. Jackson, Naturi Naughton, Loretta Devine, Teairra Mari",Director: Erik White; Writer: Abdul Williams
13960,ATL,"T.I., Evan Ross, Jackie Long, Lauren London, Albert Daniels",Director: Christian Robinson; Writer: Tina Gordon Chism
114150,Pitch Perfect,"Anna Kendrick, Skylar Astin, Brittany Snow, Anna Camp, Rebel Wilson",Director: Jason Moore; Writer: Kay Cannon
26602,Summer Catch,"Freddie Prinze Jr., Jessica Biel, Fred Ward, Matthew Lillard, Brian Dennehy",Director: Mike Tollin; Writer: Kevin Falls
10223,A Simple Plan,"Bill Paxton, Bridget Fonda, Billy Bob Thornton, Brent Briscoe, Chelcie Ross",Director: Sam Raimi; Writer: Scott B. Smith
16028,They,"Laura Regan, Marc Blucas, Ethan Embry, Dagmara Domińczyk, Jon Abrahams",Director: Robert Harmon; Writer: Brendan Hood
15639,Larry the Cable Guy: Health Inspector,"Larry the Cable Guy, Iris Bahr, Tony Hale, David Koechner, Brooke Dillman","Director: Trent Cooper; Writer: Jonathan Bernstein, James Greer"
16112,The Adventures of Elmo in Grouchland,"Kevin Clash, Mandy Patinkin, Vanessa Williams, Sonia Manzano, Roscoe Orman","Director: Gary Halvorson; Writer: Joey Mazzarino, Mitchell Kriegman"
26390,Brooklyn's Finest,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Vincent D'Onofrio","Director: Antoine Fuqua; Writer: Michael C. Martin, Michael C. Martin"
27759,55 Days at Peking,"Charlton Heston, Ava Gardner, David Niven, Burt Kwouk, Flora Robson","Director: Nicholas Ray, Guy Green; Writer: Bernard Gordon, Philip Yordan"
109428,Evil Dead,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas, Elizabeth Blackmore","Director: Fede Alvarez; Writer: Fede Alvarez, Rodo Sayagues"
23049,My Life in Ruins,"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan, Harland Williams",Director: Donald Petrie; Writer: Mike Reiss
9310,American Dreamz,"Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe, Chris Klein",Director: Paul Weitz; Writer: Paul Weitz
11411,Superman IV: The Quest for Peace,"Christopher Reeve, Margot Kidder, Gene Hackman, Jackie Cooper, Marc McClure","Director: Sidney J. Furie; Writer: Lawrence Konner, Mark Rosenthal"
16988,How She Move,"Rutina Wesley, Dwain Murphy, Boyd Banks, Clé Bennett, Nina Dobrev",Director: Ian Iqbal Rashid; Writer: Annemarie Morais
7304,Running Scared,"Paul Walker, Cameron Bright, Vera Farmiga, Chazz Palminteri, Karel Roden",Director: Wayne Kramer; Writer: Wayne Kramer
24747,Bobby Jones: Stroke of Genius,"Jim Caviezel, Claire Forlani, Jeremy Northam, Malcolm McDowell, Aidan Quinn","Director: Rowdy Herrington; Writer: Rowdy Herrington, Bill Pryor"
58048,Shanghai Surprise,"Madonna, Sean Penn, Paul Freeman, Richard Griffiths, Clyde Kusatsu","Director: Jim Goddard; Writer: John Kohn, Robert Bentley"
1491,The Illusionist,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell, Eddie Marsan",Director: Neil Burger; Writer: Neil Burger
2989,Roar,"Tippi Hedren, Melanie Griffith, Jerry Marshall, Kyalo Mativo, Rick Glassey",Director: Noel Marshall; Writer: Noel Marshall
10629,Veronica Guerin,"Cate Blanchett, Gerard McSorley, Ciarán Hinds, Brenda Fricker, Don Wycherley","Director: Joel Schumacher; Writer: Carol Doyle, Mary Agnes Donoghue"
255343,Escobar: Paradise Lost,"Benicio del Toro, Josh Hutcherson, Brady Corbet, Claudia Traisac, Carlos Bardem",Director: Andrea Di Stefano; Writer: Andrea Di Stefano
4723,Southland Tales,"Dwayne Johnson, Seann William Scott, Sarah Michelle Gellar, Mandy Moore, Will Sasso",Director: Richard Kelly; Writer: Richard Kelly
10800,Dragon Hunters,"Vincent Lindon, Patrick Timsit, Philippe Nahon, Amanda Lear, Marie Drion","Director: Guillaume Ivernel, Arthur Qwak; Writer: Arthur Qwak, Frédéric Lenoir"
25763,Damnation Alley,"Jan-Michael Vincent, George Peppard, Dominique Sanda, Paul Winfield, Jackie Earle Haley","Director: Jack Smight; Writer: Lukas Heller, Alan Sharp"
79694,The Apparition,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Luke Pasqualino",Director: Todd Lincoln ; Writer: Todd Lincoln 
4032,My Girl,"Anna Chlumsky, Macaulay Culkin, Dan Aykroyd, Jamie Lee Curtis, Richard Masur",Director: Howard Zieff; Writer: Laurice Elehwany
18615,Fur: An Imaginary Portrait of Diane Arbus,"Nicole Kidman, Robert Downey Jr., Ty Burrell, Harris Yulin, Jane Alexander",Director: Steven Shainberg; Writer: Erin Cressida Wilson
10673,Wall Street,"Charlie Sheen, Michael Douglas, Martin Sheen, Daryl Hannah, John C. McGinley","Director: Oliver Stone; Writer: Oliver Stone, Stanley Weiser"
4584,Sense and Sensibility,"Kate Winslet, Emma Thompson, Hugh Grant, Tom Wilkinson, Alan Rickman",Director: Ang Lee; Writer: Emma Thompson
